row-order,course,course-code,course-profile-mastery-percent,unit,module,topic-id,topic-code,topic-number,topic-name,course-map-index,layer,profile-role,relation-to-334,pre-334-order,min-steps-to-334,max-steps-to-334,direct-prerequisite-ids,direct-profile-topic-ids,estimated-remaining-topic-weight,completed,last-completed-at,mastery-status,mastery-evidence,queue-position,queue-course,queue-prerequisite-for
447,5th Grade Math,5GM,,2. Multiplying & Dividing Whole Numbers,2.1. Multiplying Whole Numbers,258,5GM.2.1.5,2.1.5,Two-Digit by Two-Digit Multiplication,14,12,calculus-ii-prerequisite,blocker,97,12,38,2392;2394,2392;2394,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
448,6th Grade Math,6GM,,3. The Number System- Dividing Fractions,3.1. Dividing Fractions and Whole Numbers,2437,6GM.3.1.1,3.1.1,Dividing Whole Numbers by Fractions Using Models: Whole Number Results,40,12,calculus-ii-prerequisite,blocker,98,12,34,529;3951,529;3951,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
449,4th Grade Math,4GM,,2. The Number System,2.2. Comparing Whole Numbers,3900,4GM.2.2.6,2.2.6,Rounding Up the Digit 9,24,13,calculus-ii-prerequisite,blocker,99,10,38,3884,3884,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
450,4th Grade Math,4GM,,5. Division,5.1. Dividing Whole Numbers,2422,4GM.5.1.8,5.1.8,Dividing by One-Digit Numbers by Connecting Multiplication and Division,65,13,calculus-ii-prerequisite,blocker,100,13,40,2390;3877;3933,2390;3877;3933,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
451,4th Grade Math,4GM,,6. Fractions & Decimals,6.2. Improper Fractions and Mixed Numbers,2359,4GM.6.2.5,6.2.5,Converting Improper Fractions to Mixed Numbers,83,13,calculus-ii-prerequisite,blocker,101,11,39,3898,3898,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
452,4th Grade Math,4GM,,6. Fractions & Decimals,6.4. Comparing Fractions,2376,4GM.6.4.4,6.4.4,Comparing Fraction Models Using Common Denominators,92,13,calculus-ii-prerequisite,blocker,102,16,35,538;2365;3935,538;2365;3935,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
453,4th Grade Math,4GM,,6. Fractions & Decimals,6.8. Decimals,2341,4GM.6.8.1,6.8.1,Decimal Fractions,111,13,calculus-ii-prerequisite,blocker,103,14,44,3959,3959,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
454,5th Grade Math,5GM,,2. Multiplying & Dividing Whole Numbers,2.1. Multiplying Whole Numbers,4788,5GM.2.1.4,2.1.4,Five- and Six-Digit by One-Digit Multiplication,13,13,calculus-ii-prerequisite,blocker,104,15,37,2291,2291,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
455,5th Grade Math,5GM,,2. Multiplying & Dividing Whole Numbers,2.1. Multiplying Whole Numbers,2288,5GM.2.1.6,2.1.6,Multi-Digit by Two-Digit Multiplication,15,13,calculus-ii-prerequisite,blocker,105,15,37,258,258,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
456,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.2. Adding and Subtracting Fractions,2374,5GM.3.2.2,3.2.2,Adding Fractions With Unlike Denominators Using Models,33,13,calculus-ii-prerequisite,blocker,106,15,37,543;2365,543;2365,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
457,6th Grade Math,6GM,,3. The Number System- Dividing Fractions,3.1. Dividing Fractions and Whole Numbers,4698,6GM.3.1.2,3.1.2,Dividing Whole Numbers by Fractions Using Models: Fractional Results,41,13,calculus-ii-prerequisite,blocker,107,11,33,2437,2437,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
458,4th Grade Math,4GM,,3. Addition & Subtraction,3.1. Adding Whole Numbers,3879,4GM.3.1.7,3.1.7,Estimating Multi-Digit Addition,31,14,calculus-ii-prerequisite,blocker,108,17,37,3900,3900,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
459,4th Grade Math,4GM,,3. Addition & Subtraction,3.2. Subtracting Whole Numbers,3880,4GM.3.2.6,3.2.6,Estimating Multi-Digit Subtraction,37,14,calculus-ii-prerequisite,blocker,109,17,37,3900;3909,3900;3909,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
460,4th Grade Math,4GM,,5. Division,5.2. Dividing Whole Numbers Using Models,2423,4GM.5.2.1,5.2.1,Two-Digit by One-Digit Division Using Area Models,68,14,calculus-ii-prerequisite,blocker,110,15,39,2415;2422;3886,2415;2422;3886,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
461,4th Grade Math,4GM,,6. Fractions & Decimals,6.4. Comparing Fractions,4204,4GM.6.4.5,6.4.5,Comparing Fractions Using Common Denominators,93,14,calculus-ii-prerequisite,blocker,111,15,34,2376;2439,2376;2439,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
462,4th Grade Math,4GM,,6. Fractions & Decimals,6.5. Adding Fractions,2351,4GM.6.5.2,6.5.2,Adding Fractions With Like Denominators,95,14,calculus-ii-prerequisite,blocker,112,13,38,2359;2370,2359;2370,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
463,4th Grade Math,4GM,,6. Fractions & Decimals,6.8. Decimals,3915,4GM.6.8.2,6.8.2,Plotting Decimals on Number Lines,112,14,calculus-ii-prerequisite,blocker,113,13,41,2341;3893;7008,2341;3893;7008,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
464,4th Grade Math,4GM,,6. Fractions & Decimals,6.8. Decimals,3914,4GM.6.8.4,6.8.4,Converting Fractions to Decimals,114,14,calculus-ii-prerequisite,blocker,114,15,43,2341;2363;2417,2341;2363;2417,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
465,5th Grade Math,5GM,,2. Multiplying & Dividing Whole Numbers,2.1. Multiplying Whole Numbers,383,5GM.2.1.7,2.1.7,Three-Digit by Three-Digit Multiplication,16,14,calculus-ii-prerequisite,blocker,115,14,36,2288,2288,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
466,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.2. Adding and Subtracting Fractions,2372,5GM.3.2.3,3.2.3,Subtracting Fractions With Unlike Denominators Using Models,34,14,calculus-ii-prerequisite,blocker,116,14,36,544;2374,544;2374,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
467,Prealgebra,PAL,,2. The Number System,2.2. Multiplication and Division of Rational Numbers,299,PAL.2.2.7,2.2.7,Multiplying and Dividing With Zero,45,14,calculus-ii-prerequisite,blocker,117,12,30,2422,2422,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
468,4th Grade Math,4GM,,5. Division,5.2. Dividing Whole Numbers Using Models,2426,4GM.5.2.2,5.2.2,Multi-Digit by One-Digit Division Using Area Models,69,15,calculus-ii-prerequisite,blocker,118,14,38,2423,2423,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
469,4th Grade Math,4GM,,5. Division,5.2. Dividing Whole Numbers Using Models,2424,4GM.5.2.4,5.2.4,Two-Digit by One-Digit Division Using Partial Quotients,71,15,calculus-ii-prerequisite,blocker,119,14,38,2423,2423,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
470,4th Grade Math,4GM,,6. Fractions & Decimals,6.2. Improper Fractions and Mixed Numbers,3901,4GM.6.2.6,6.2.6,Converting Mixed Numbers to Improper Fractions,84,15,calculus-ii-prerequisite,blocker,120,12,36,2351,2351,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
471,4th Grade Math,4GM,,6. Fractions & Decimals,6.5. Adding Fractions,3934,4GM.6.5.3,6.5.3,Subtracting Fractions With Like Denominators,96,15,calculus-ii-prerequisite,blocker,121,17,36,2351,2351,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
472,4th Grade Math,4GM,,6. Fractions & Decimals,6.6. Adding Mixed Numbers,2352,4GM.6.6.1,6.6.1,Adding Mixed Numbers With Like Denominators,101,15,calculus-ii-prerequisite,blocker,122,17,36,2351,2351,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
473,4th Grade Math,4GM,,6. Fractions & Decimals,6.8. Decimals,3996,4GM.6.8.3,6.8.3,Comparing Decimals Up to Hundredths,113,15,calculus-ii-prerequisite,blocker,123,12,40,3915;3919,3915;3919,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
474,4th Grade Math,4GM,,6. Fractions & Decimals,6.8. Decimals,2342,4GM.6.8.6,6.8.6,Converting Decimals to Fractions,116,15,calculus-ii-prerequisite,blocker,124,14,42,2364;3886;3914,2364;3886;3914,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
475,4th Grade Math,4GM,,6. Fractions & Decimals,6.8. Decimals,3916,4GM.6.8.8,6.8.8,Adding Decimal Fractions,118,15,calculus-ii-prerequisite,blocker,125,17,36,2351;3882,2351;3882,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
476,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.1. Adding and Subtracting Fractions and Whole Numbers,539,5GM.3.1.2,3.1.2,Adding Fractions and Whole Numbers,29,15,calculus-ii-prerequisite,blocker,126,15,37,543;2351,543;2351,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
477,6th Grade Math,6GM,,5. The Number System- Rational Numbers,5.1. Negative Numbers,2442,6GM.5.1.1,5.1.1,Negative Numbers,73,15,calculus-ii-prerequisite,blocker,127,12,35,3915,3915,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
478,6th Grade Math,6GM,,5. The Number System- Rational Numbers,5.4. Exponents,3537,6GM.5.4.3,5.4.3,Evaluating Larger Exponents,88,15,calculus-ii-prerequisite,blocker,128,14,27,383;2321,383;2321,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
479,4th Grade Math,4GM,,5. Division,5.2. Dividing Whole Numbers Using Models,3920,4GM.5.2.3,5.2.3,More Multi-Digit by One-Digit Division Using Area Models,70,16,calculus-ii-prerequisite,blocker,129,13,37,2393;2426,2393;2426,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
480,4th Grade Math,4GM,,5. Division,5.2. Dividing Whole Numbers Using Models,3925,4GM.5.2.5,5.2.5,Two-Digit by One-Digit Division With Remainders Using Partial Quotients,72,16,calculus-ii-prerequisite,blocker,130,13,37,2391;2424,2391;2424,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
481,4th Grade Math,4GM,,6. Fractions & Decimals,6.6. Adding Mixed Numbers,235,4GM.6.6.2,6.6.2,Subtracting Mixed Numbers With Like Denominators,102,16,calculus-ii-prerequisite,blocker,131,16,35,2352;3934,2352;3934,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
482,4th Grade Math,4GM,,6. Fractions & Decimals,6.7. Multiplying Fractions,2360,4GM.6.7.3,6.7.3,Multiplying Fractions by Whole Numbers,108,16,calculus-ii-prerequisite,blocker,132,12,35,3901;3968,3901;3968,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
483,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.1. Adding and Subtracting Fractions and Whole Numbers,545,5GM.3.1.4,3.1.4,Subtracting Fractions and Whole Numbers,31,16,calculus-ii-prerequisite,blocker,133,14,36,539;544,539;544,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
484,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.2. Adding and Subtracting Fractions,2353,5GM.3.2.4,3.2.4,Adding Fractions With Unlike Denominators,35,16,calculus-ii-prerequisite,blocker,134,14,36,539;2374,539;2374,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
485,5th Grade Math,5GM,,5. Decimals,5.1. Decimals,2282,5GM.5.1.1,5.1.1,The Place Value System With Decimals,68,16,calculus-ii-prerequisite,blocker,135,13,41,2342,2342,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
486,6th Grade Math,6GM,,3. The Number System- Dividing Fractions,3.2. Dividing Fractions,2388,6GM.3.2.1,3.2.1,Reciprocals,46,16,calculus-ii-prerequisite,blocker,136,11,33,3901,3901,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
487,6th Grade Math,6GM,,5. The Number System- Rational Numbers,5.1. Negative Numbers,2281,6GM.5.1.2,5.1.2,Absolute Value,74,16,calculus-ii-prerequisite,blocker,137,11,34,2442,2442,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
488,6th Grade Math,6GM,,5. The Number System- Rational Numbers,5.1. Negative Numbers,2444,6GM.5.1.3,5.1.3,Comparing Negative Numbers,75,16,calculus-ii-prerequisite,blocker,138,13,29,2442;3919,2442;3919,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
489,6th Grade Math,6GM,,5. The Number System- Rational Numbers,5.4. Exponents,2475,6GM.5.4.7,5.4.7,Evaluating Whole Number Expressions Containing Exponents,92,16,calculus-ii-prerequisite,blocker,139,13,26,2398;3537,2398;3537,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
490,Prealgebra,PAL,,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,327,PAL.2.1.1,2.1.1,Subtracting a Positive Number From a Smaller Positive Number,30,16,calculus-ii-prerequisite,blocker,140,14,33,2442;3907,2442;3907,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
491,Prealgebra,PAL,,5. Equations & Inequalities,5.4. Graphs of Linear Equations,92,PAL.5.4.1,5.4.1,The Cartesian Coordinate System,127,16,calculus-ii-prerequisite,blocker,141,11,24,63;2410;2442,63;2410;2442,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
492,4th Grade Math,4GM,,5. Division,5.2. Dividing Whole Numbers Using Models,2425,4GM.5.2.6,5.2.6,Multi-Digit by One-Digit Division Using Partial Quotients,73,17,calculus-ii-prerequisite,blocker,142,12,36,3920;3925,3920;3925,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
493,4th Grade Math,4GM,,6. Fractions & Decimals,6.6. Adding Mixed Numbers,2362,4GM.6.6.3,6.6.3,Subtracting Mixed Numbers With Like Denominators Using Improper Fractions,103,17,calculus-ii-prerequisite,blocker,143,15,34,235;538;3876;3901,235;538;3876;3901,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
494,4th Grade Math,4GM,,6. Fractions & Decimals,6.7. Multiplying Fractions,2458,4GM.6.7.5,6.7.5,Strategies to Simplify Whole Number and Fraction Multiplication,110,17,calculus-ii-prerequisite,blocker,144,12,34,2360;3923,2360;3923,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
495,4th Grade Math,4GM,,7. Measurement & Data,7.1. Units,236,4GM.7.1.1,7.1.1,Units of Length,119,17,calculus-ii-prerequisite,blocker,145,16,18,2360,2360,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
496,4th Grade Math,4GM,,7. Measurement & Data,7.1. Units,4196,4GM.7.1.2,7.1.2,Units of Mass,120,17,calculus-ii-prerequisite,blocker,146,14,15,2360,2360,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
497,4th Grade Math,4GM,,7. Measurement & Data,7.1. Units,4197,4GM.7.1.3,7.1.3,Units of Time,121,17,calculus-ii-prerequisite,blocker,147,14,15,2360,2360,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
498,4th Grade Math,4GM,,7. Measurement & Data,7.1. Units,4198,4GM.7.1.4,7.1.4,Units of Volume,122,17,calculus-ii-prerequisite,blocker,148,17,18,2360,2360,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
499,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.2. Adding and Subtracting Fractions,2357,5GM.3.2.5,3.2.5,Subtracting Fractions With Unlike Denominators,36,17,calculus-ii-prerequisite,blocker,149,13,35,545;2353;2372,545;2353;2372,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
500,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.3. Adding and Subtracting Mixed Numbers,2354,5GM.3.3.1,3.3.1,Adding Mixed Numbers With Unlike Denominators,38,17,calculus-ii-prerequisite,blocker,150,16,35,2352;2353,2352;2353,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
501,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,2378,5GM.4.1.3,4.1.3,Multiplying Fractions,44,17,calculus-ii-prerequisite,blocker,151,11,34,2360;3079,2360;3079,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
502,5th Grade Math,5GM,,5. Decimals,5.1. Decimals,2283,5GM.5.1.2,5.1.2,Comparing Place Values With Decimals,69,17,calculus-ii-prerequisite,blocker,152,12,40,2282;2322,2282;2322,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
503,5th Grade Math,5GM,,5. Decimals,5.1. Decimals,2344,5GM.5.1.6,5.1.6,Equivalent Decimals,73,17,calculus-ii-prerequisite,blocker,153,12,40,2282,2282,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
504,6th Grade Math,6GM,,2. The Number System- Whole Number Division,2.1. Dividing Whole Numbers by One-Digit Numbers,535,6GM.2.1.1,2.1.1,Two-Digit by One-Digit Division,29,17,calculus-ii-prerequisite,blocker,154,12,36,3925,3925,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
505,Prealgebra,PAL,,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,3720,PAL.2.1.2,2.1.2,Subtracting a Positive Number From a Negative Number,31,17,calculus-ii-prerequisite,blocker,155,14,33,2281,2281,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
506,Prealgebra,PAL,,5. Equations & Inequalities,5.3. Solving Linear Inequalities,178,PAL.5.3.1,5.3.1,Inequalities,120,17,calculus-ii-prerequisite,blocker,156,12,28,2444;3721,2444;3721,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
507,Prealgebra,PAL,,5. Equations & Inequalities,5.4. Graphs of Linear Equations,573,PAL.5.4.2,5.4.2,Distances Between Points in the Coordinate Plane,128,17,calculus-ii-prerequisite,blocker,157,10,21,92;2281,92;2281,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
508,5th Grade Math,5GM,,2. Multiplying & Dividing Whole Numbers,2.2. Dividing Whole Numbers,541,5GM.2.2.9,2.2.9,Multi-Digit by Two-Digit Division Using Partial Quotients,25,18,calculus-ii-prerequisite,blocker,158,11,33,258;2425,258;2425,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
509,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.3. Adding and Subtracting Mixed Numbers,2356,5GM.3.3.2,3.3.2,Subtracting Mixed Numbers With Unlike Denominators,39,18,calculus-ii-prerequisite,blocker,159,15,34,2354;2357,2354;2357,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
510,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,567,5GM.4.1.4,4.1.4,Multiplying Fractions: Word Problems,45,18,calculus-ii-prerequisite,blocker,160,16,18,2378,2378,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
511,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,2459,5GM.4.1.5,4.1.5,Multiplying Fractions by Swapping Denominators,46,18,calculus-ii-prerequisite,blocker,161,11,33,2378;2458,2378;2458,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
512,5th Grade Math,5GM,,5. Decimals,5.1. Decimals,2286,5GM.5.1.7,5.1.7,Comparing Decimals,74,18,calculus-ii-prerequisite,blocker,162,11,39,2283;2344;3919;3996,2283;2344;3919;3996,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
513,5th Grade Math,5GM,,6. Multiplying & Dividing Decimals,6.1. Multiplying Decimals,110,5GM.6.1.1,6.1.1,Multiplying Decimals by Powers of Ten Using Place Value,86,18,calculus-ii-prerequisite,blocker,163,13,38,2283;2344,2283;2344,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
514,5th Grade Math,5GM,,9. Geometry,9.1. Volume,2403,5GM.9.1.1,9.1.1,Understanding Volume Using Unit Cubes,125,18,calculus-ii-prerequisite,blocker,164,16,17,236;4198,236;4198,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
515,6th Grade Math,6GM,,2. The Number System- Whole Number Division,2.1. Dividing Whole Numbers by One-Digit Numbers,536,6GM.2.1.2,2.1.2,Three-Digit by One-Digit Division,30,18,calculus-ii-prerequisite,blocker,165,11,35,535;2425,535;2425,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
516,6th Grade Math,6GM,,3. The Number System- Dividing Fractions,3.1. Dividing Fractions and Whole Numbers,2369,6GM.3.1.5,3.1.5,Dividing Fractions by Whole Numbers,44,18,calculus-ii-prerequisite,blocker,166,10,32,530;2378;2436,530;2378;2436,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
517,Prealgebra,PAL,,1. Ratios & Percentages,1.4. Percentages,562,PAL.1.4.1,1.4.1,Understanding Percentages Using Models,16,18,calculus-ii-prerequisite,blocker,167,18,20,535;2392;3882;3901,535;2392;3882;3901,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
518,Prealgebra,PAL,,4. Algebraic Expressions,4.1. Algebraic Expressions,645,PAL.4.1.6,4.1.6,Identifying Coefficients and Constants,96,18,calculus-ii-prerequisite,blocker,168,12,29,643;2357,643;2357,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
