classification,category-sequence,union-sequence,topic-id,topic-name,course-code,topic-code,topic-number,unit,module,course-map-index,layer,prerequisite-for-target-ids,steps-to-targets,direct-prerequisite-ids,direct-included-prerequisite-ids,completed-at,equivalent-evidence-kinds,equivalent-evidence-distance,equivalent-evidence-topic-ids,equivalent-evidence-topic-names
equivalent,272,273,387,Verifying Solutions of Linear Inequalities,PAL,PAL.5.3.3,5.3.3,5. Equations & Inequalities,5.3. Solving Linear Inequalities,122,30,1159,1159:10,64;2310,64;2310,,activity-history;activity-history,5,1609;1610,Properties of Transformed Exponential Functions;Properties of Transformed Logarithmic Functions
equivalent,273,274,87,Factoring Linear Expressions,PAL,PAL.4.2.10,4.2.10,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,,30,334;331;443;1159,334:10;331:11;443:12;1159:8,85;137;2441,85;137;2441,,activity-history,1,1583,Solving Exponential Equations With Different Bases
equivalent,274,275,267,The Product Rule for Exponents,PAL,PAL.3.2.1,3.2.1,3. Exponents & Radicals,3.2. The Rules of Exponents,,30,334;331;443;1159,334:8;331:9;443:10;1159:9,3561,3561,,activity-history,2,32,The Cyclic Property of the Imaginary Unit
equivalent,275,276,1412,Solving Linear Equations by Trial and Error,PAL,PAL.5.1.1,5.1.1,5. Equations & Inequalities,5.1. Solving One-Step Linear Equations,,30,334;331;443;1159,334:13;331:9;443:10;1159:10,64,64,,activity-history,2,1753,Volumes of Rectangular Solids
equivalent,276,277,1987,Evaluating Expressions With Integer Exponents,PAL,PAL.3.4.3,3.4.3,3. Exponents & Radicals,3.4. Order of Operations,,30,334;331;443;1159,334:11;331:8;443:9;1159:10,121;3561,121;3561,,activity-history,2,37,The Power and Root Rules for Limits
equivalent,277,278,2183,Evaluating Rational Expressions,PAL,PAL.4.1.4,4.1.4,4. Algebraic Expressions,4.1. Algebraic Expressions,,30,334;331;443;1159,334:10;331:10;443:11;1159:9,64,64,,activity-history,2,336,The Average Rate of Change of a Function
equivalent,278,279,3873,Simplifying Linear Expressions When a Group of Terms Is Subtracted,PAL,PAL.4.2.7,4.2.7,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,,30,334;331;443;1159,334:10;331:11;443:12;1159:7,137;138,137;138,,activity-history;activity-history,2,140;361,The Arithmetic of Functions;Multiplying Polynomials
equivalent,279,280,239,Interval Notation,AG1,AG1.1.3.2,1.3.2,1. Equations & Inequalities,1.3. Linear Inequalities,,30,334;331;443;1159,334:13;331:9;443:10;1159:11,2204;2310;3709,2204;2310;3709,,activity-history,2,347,Intersections of Intervals
equivalent,280,281,2213,Interpreting Linear Expressions,AG1,AG1.1.2.1,1.2.1,1. Equations & Inequalities,1.2. Modeling With Linear Equations,,30,334;331;443;1159,334:14;331:15;443:16;1159:15,64;557;645;2454,64;557;645;2454,,queue-checkmark,4,1589,Distance-Time Graphs
equivalent,281,282,40,Solving One-Step Multiplication and Division Equations,PAL,PAL.5.1.3,5.1.3,5. Equations & Inequalities,5.1. Solving One-Step Linear Equations,,31,334;331;443;1159,334:12;331:8;443:9;1159:9,1412,1412,,activity-history,1,1753,Volumes of Rectangular Solids
equivalent,282,283,65,Solving One-Step Addition and Subtraction Equations,PAL,PAL.5.1.2,5.1.2,5. Equations & Inequalities,5.1. Solving One-Step Linear Equations,,31,334;331;443;1159,334:12;331:8;443:9;1159:9,134;524;1412,134;524;1412,,activity-history,2,226,Solving Logarithmic Equations
equivalent,283,284,589,Evaluating Numerical Expressions Containing Radicals,PAL,PAL.3.5.6,3.5.6,3. Exponents & Radicals,3.5. Radicals,,31,334;331;443;1159,334:10;331:7;443:8;1159:9,1987;2204,1987;2204,,activity-history,1,37,The Power and Root Rules for Limits
equivalent,284,285,1224,The Power Rule for Exponents,PAL,PAL.3.2.3,3.2.3,3. Exponents & Radicals,3.2. The Rules of Exponents,,31,334;331;443;1159,334:7;331:8;443:9;1159:8,267,267,,activity-history,1,32,The Cyclic Property of the Imaginary Unit
equivalent,285,286,68,Simplifying Rational Expressions,AG1,AG1.5.1.2,5.1.2,5. Rational Expressions & Equations,5.1. Rational Expressions,,31,334;331;443;1159,334:10;331:11;443:12;1159:8,1297;2183,1297;2183,,activity-history,2,437,Adding and Subtracting Rational Expressions
equivalent,286,287,71,The Product Rule for Exponents With Algebraic Expressions,AG1,AG1.8.1.2,8.1.2,8. Exponential Functions,8.1. Rules of Exponents,,31,334;331;443;1159,334:11;331:12;443:13;1159:8,267;3721,267;3721,,activity-history;activity-history,3,140;361,The Arithmetic of Functions;Multiplying Polynomials
equivalent,287,288,96,Absolute Value Expressions,AG1,AG1.7.1.1,7.1.1,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",,31,334;331;443;1159,334:12;331:13;443:14;1159:9,64;1987,64;1987,,activity-history;activity-history;activity-history;activity-history,4,464;1483;1486;1487,Quadratic Equations with Purely Imaginary Solutions;Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function
equivalent,288,289,4028,Unbounded Intervals,AG1,AG1.1.3.3,1.3.3,1. Equations & Inequalities,1.3. Linear Inequalities,,31,334;331;443;1159,334:12;331:8;443:9;1159:10,239,239,,activity-history,1,347,Intersections of Intervals
equivalent,289,290,38,Solving One-Step Linear Inequalities,PAL,PAL.5.3.4,5.3.4,5. Equations & Inequalities,5.3. Solving Linear Inequalities,123,32,1159,1159:9,40;65;387,40;65;387,,activity-history;activity-history,4,1609;1610,Properties of Transformed Exponential Functions;Properties of Transformed Logarithmic Functions
equivalent,290,291,66,Solving Two-Step Equations,PAL,PAL.5.2.1,5.2.1,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,,32,334;331;443;1159,334:11;331:7;443:8;1159:8,40;65,40;65,,activity-history,1,226,Solving Logarithmic Equations
equivalent,291,292,2607,Radicals as Fractional Exponents,PAL,PAL.3.6.1,3.6.1,3. Exponents & Radicals,3.6. The Rules of Radicals,,32,334;331;443;1159,334:6;331:7;443:8;1159:7,1224;3709,1224;3709,,activity-history,1,37,The Power and Root Rules for Limits
equivalent,292,293,75,Rules of Absolute Value,AG1,AG1.7.1.2,7.1.2,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",,32,334;331;443;1159,334:11;331:12;443:13;1159:9,96,96,,activity-history,3,464,Quadratic Equations with Purely Imaginary Solutions
equivalent,293,294,423,Simplifying Rational Expressions by Factoring,AG1,AG1.5.1.3,5.1.3,5. Rational Expressions & Equations,5.1. Rational Expressions,,32,334;331;443;1159,334:9;331:10;443:11;1159:7,68;87,68;87,,activity-history,1,437,Adding and Subtracting Rational Expressions
equivalent,294,295,458,Unions of Intervals,AG1,AG1.1.3.4,1.3.4,1. Equations & Inequalities,1.3. Linear Inequalities,,32,334;331;443;1159,334:11;331:7;443:8;1159:9,4028,4028,,activity-history;activity-history;queue-checkmark;activity-history,3,268;982;1589;2148,Finding Trigonometric Ratios of Special Angles Using the Unit Circle;Convergent and Divergent Infinite Series;Distance-Time Graphs;Periodic Functions
equivalent,295,296,470,Introduction to Functions,AG1,AG1.6.1.1,6.1.1,6. Functions,6.1. Functions,,32,334;331;443;1159,334:9;331:6;443:7;1159:8,64;589,64;589,,activity-history,1,336,The Average Rate of Change of a Function
equivalent,296,297,2230,Determining Units in Formulas,AG1,AG1.3.1.7,3.1.7,3. Units,3.1. Working With Units,,32,334;331;443;1159,334:14;331:15;443:16;1159:15,68;323;557;3872,68;323;557;3872,,activity-history,2,296,Interpreting the Meaning of the Derivative in Context
equivalent,297,298,4021,Solving Two-Step Inequalities,PAL,PAL.5.3.5,5.3.5,5. Equations & Inequalities,5.3. Solving Linear Inequalities,124,33,1159,1159:8,38;66,38;66,,activity-history;activity-history,3,1609;1610,Properties of Transformed Exponential Functions;Properties of Transformed Logarithmic Functions
equivalent,298,299,67,Solving Linear Equations With Fractional Coefficients,PAL,PAL.5.2.2,5.2.2,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,,33,334;331;443;1159,334:10;331:11;443:12;1159:10,66;2202,66;2202,,activity-history,2,1583,Solving Exponential Equations With Different Bases
equivalent,299,300,94,Two-Variable Linear Equations and Their Solutions,PAL,PAL.5.4.3,5.4.3,5. Equations & Inequalities,5.4. Graphs of Linear Equations,,33,334;331;443;1159,334:12;331:9;443:10;1159:11,66;92,66;92,,activity-history;activity-history;queue-checkmark,4,336;410;1873,The Average Rate of Change of a Function;Solving Systems of Nonlinear Equations;Limits at Infinity from Graphs
equivalent,300,301,2270,Solving Linear Equations With Decimal Coefficients,PAL,PAL.5.2.3,5.2.3,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,,33,334;331;443;1159,334:16;331:13;443:14;1159:10,66,66,,activity-history,2,1583,Solving Exponential Equations With Different Bases
equivalent,301,302,2184,Evaluating Algebraic Radical Expressions,AG1,AG1.4.1.7,4.1.7,4. Radical Expressions,4.1. Radical Expressions,78,33,1159,1159:10,470;1927;2240,470;1927;2240,,activity-history;activity-history,2,425;459,The Discriminant of a Quadratic Equation;The Distance Formula
equivalent,302,303,391,Solving Exponential Equations,AG1,AG1.8.2.1,8.2.1,8. Exponential Functions,8.2. Exponential Expressions & Equations,130,33,331;443;1159,331:6;443:7;1159:8,66;3561,66;3561,,activity-history;activity-history,2,870;1481,Solving Equations Containing the Exponential Function;Modeling With Compound Interest
equivalent,303,304,376,The Square Root of a Perfect Square With Algebraic Expressions,AG1,AG1.4.1.1,4.1.1,4. Radical Expressions,4.1. Radical Expressions,,33,334;331;443;1159,334:10;331:11;443:12;1159:11,75;1822,75;1822,,activity-history,2,464,Quadratic Equations with Purely Imaginary Solutions
equivalent,304,305,380,Writing Radical Expressions Using Fractional Exponents,AG1,AG1.8.1.1,8.1.1,8. Exponential Functions,8.1. Rules of Exponents,,33,334;331;443;1159,334:5;331:6;443:7;1159:6,2607,2607,,activity-history,1,860,Harmonic Series and p-Series
equivalent,305,306,384,Absolute Value Equations,AG1,AG1.7.1.4,7.1.4,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",,33,334;331;443;1159,334:11;331:12;443:13;1159:12,66;96;137,66;96;137,,activity-history,3,464,Quadratic Equations with Purely Imaginary Solutions
equivalent,306,307,655,Introduction to Polynomials,AG1,AG1.9.1.1,9.1.1,9. Polynomials,9.1. Polynomials,,33,334;331;443;1159,334:11;331:12;443:13;1159:8,470;2607,470;2607,,activity-history,2,480,Solving Polynomial Equations Using the GCF
equivalent,307,308,2231,Selecting Units for Rates of Change,AG1,AG1.3.1.8,3.1.8,3. Units,3.1. Working With Units,,33,334;331;443;1159,334:13;331:14;443:15;1159:14,2230;4196;4197,2230;4196;4197,,activity-history,1,296,Interpreting the Meaning of the Derivative in Context
equivalent,308,309,379,Converting From Exponential to Logarithmic Form,AG2,AG2.4.1.1,4.1.1,4. Exponentials & Logarithms,4.1. Introduction to Logarithms,67,33,331;443;1159,331:7;443:8;1159:9,2607,2607,,activity-history,3,726,The Common Logarithm
equivalent,309,311,1516,Translations of Geometric Figures,MF2,MF2.8.2.1,8.2.1,8. Geometry,8.2. Geometric Transformations,183,33,1159,1159:11,92;470;1317,92;470;1317,,activity-history,4,269,Finding Trigonometric Ratios of Quadrantal Angles
equivalent,310,312,4031,Representing Solutions to Inequalities on Number Lines,PAL,PAL.5.3.6,5.3.6,5. Equations & Inequalities,5.3. Solving Linear Inequalities,125,34,1159,1159:7,4021,4021,,activity-history;activity-history,2,1609;1610,Properties of Transformed Exponential Functions;Properties of Transformed Logarithmic Functions
equivalent,311,313,95,Graphing Linear Equations,PAL,PAL.5.4.4,5.4.4,5. Equations & Inequalities,5.4. Graphs of Linear Equations,,34,334;331;443;1159,334:11;331:8;443:9;1159:10,94,94,,activity-history;activity-history;queue-checkmark,3,336;410;1873,The Average Rate of Change of a Function;Solving Systems of Nonlinear Equations;Limits at Infinity from Graphs
equivalent,312,314,343,Solving Linear Equations With Variables on Both Sides,PAL,PAL.5.2.4,5.2.4,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,,34,334;331;443;1159,334:15;331:12;443:13;1159:9,67;135;2270,67;135;2270,,activity-history,1,1583,Solving Exponential Equations With Different Bases
equivalent,313,315,1153,Exponential Functions,AG1,AG1.8.3.1,8.3.1,8. Exponential Functions,8.3. Exponential Functions,134,34,331;443;1159,331:5;443:6;1159:7,391;470;1289,391;470;1289,,activity-history,2,1532,Graphing Logarithmic Functions
equivalent,314,316,381,The Cube Root of a Perfect Cube With Algebraic Expressions,AG1,AG1.4.1.3,4.1.3,4. Radical Expressions,4.1. Radical Expressions,,34,334;331;443;1159,334:9;331:10;443:11;1159:10,376;1819,376;1819,,activity-history,2,807,Vertical Asymptotes of Rational Functions
equivalent,315,317,657,The Degree of a Polynomial,AG1,AG1.9.1.2,9.1.2,9. Polynomials,9.1. Polynomials,,34,334;331;443;1159,334:12;331:13;443:14;1159:9,645;655,645;655,,activity-history;activity-history,4,140;361,The Arithmetic of Functions;Multiplying Polynomials
equivalent,316,318,4029,Further Absolute Value Equations,AG1,AG1.7.1.5,7.1.5,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",,34,334;331;443;1159,334:10;331:11;443:12;1159:11,384,384,,activity-history,2,464,Quadratic Equations with Purely Imaginary Solutions
equivalent,317,319,457,Converting From Logarithmic to Exponential Form,AG2,AG2.4.1.2,4.1.2,4. Exponentials & Logarithms,4.1. Introduction to Logarithms,68,34,331;443;1159,331:6;443:7;1159:8,379,379,,activity-history,2,726,The Common Logarithm
equivalent,318,321,1517,Rotations of Geometric Figures,MF2,MF2.8.2.2,8.2.2,8. Geometry,8.2. Geometric Transformations,184,34,1159,1159:10,1509;1516,1509;1516,,activity-history,6,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,319,322,2225,Introduction to Systems of Linear Equations,PAL,PAL.5.5.1,5.5.1,5. Equations & Inequalities,5.5. Systems of Equations,135,35,1159,1159:10,95,95,,activity-history,2,410,Solving Systems of Nonlinear Equations
equivalent,320,323,3554,Congruent Angles,PAL,PAL.6.2.7,6.2.7,6. Geometry,6.2. Angles,151,35,1159,1159:14,343;1505;3980,343;1505;3980,,activity-history,4,459,The Distance Formula
equivalent,321,324,97,Horizontal and Vertical Lines,PAL,PAL.5.4.5,5.4.5,5. Equations & Inequalities,5.4. Graphs of Linear Equations,,35,334;331;443;1159,334:10;331:7;443:8;1159:9,95,95,,activity-history;queue-checkmark,2,336;1873,The Average Rate of Change of a Function;Limits at Infinity from Graphs
equivalent,322,325,651,Solving Linear Equations by Clearing a Rational Expression,PAL,PAL.5.2.5,5.2.5,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,,35,334;331;443;1159,334:14;331:11;443:12;1159:8,343,343,,activity-history,2,485,Midpoints in the Coordinate Plane
equivalent,323,326,430,Solving Equations Using the Square Root Method,AG1,AG1.1.4.1,1.4.1,1. Equations & Inequalities,1.4. Nonlinear Equations,,35,334;331;443;1159,334:9;331:10;443:11;1159:10,376;1927;2240;4029,376;1927;2240;4029,,activity-history,1,464,Quadratic Equations with Purely Imaginary Solutions
equivalent,324,327,1783,Simplifying Polynomials,AG1,AG1.9.1.3,9.1.3,9. Polynomials,9.1. Polynomials,,35,334;331;443;1159,334:11;331:12;443:13;1159:8,134;657,134;657,,activity-history;activity-history,3,140;361,The Arithmetic of Functions;Multiplying Polynomials
equivalent,325,328,378,Evaluating Logarithms,AG2,AG2.4.1.3,4.1.3,4. Exponentials & Logarithms,4.1. Introduction to Logarithms,69,35,331;443;1159,331:5;443:6;1159:7,457,457,,activity-history,1,726,The Common Logarithm
equivalent,326,329,1463,Midpoints,PAL,PAL.6.1.6,6.1.6,6. Geometry,6.1. Introduction to Geometry,142,36,1159,1159:13,651;1379,651;1379,,activity-history,1,485,Midpoints in the Coordinate Plane
equivalent,327,330,1507,Vertical Angles,PAL,PAL.6.2.8,6.2.8,6. Geometry,6.2. Angles,152,36,1159,1159:15,1509;3554,1509;3554,,activity-history,8,167,Negative Angles in the Coordinate Plane
equivalent,328,331,496,Interior Angles of Triangles,PAL,PAL.6.4.1,6.4.1,6. Geometry,6.4. Triangles,163,36,1159,1159:13,343;1379;1509;3554,343;1379;1509;3554,,activity-history,3,459,The Distance Formula
equivalent,329,332,396,Calculating Slopes of Straight Lines,PAL,PAL.5.4.6,5.4.6,5. Equations & Inequalities,5.4. Graphs of Linear Equations,,36,334;331;443;1159,334:9;331:9;443:10;1159:10,97;557;573;2183,97;557;573;2183,,activity-history,1,336,The Average Rate of Change of a Function
equivalent,330,333,1413,Solving Linear Equations Using Cross-Multiplication,PAL,PAL.5.2.6,5.2.6,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,,36,334;331;443;1159,334:13;331:10;443:11;1159:7,137;651,137;651,,activity-history;activity-history,2,1609;1610,Properties of Transformed Exponential Functions;Properties of Transformed Logarithmic Functions
equivalent,331,334,742,Introduction to the Elimination Method,AG1,AG1.2.3.1,2.3.1,2. Two-Variable Equations & Inequalities,2.3. Systems of Equations,39,36,1159,1159:11,2225,2225,,activity-history,5,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,332,335,1415,Solving Rational Equations Containing One Fractional Term,AG1,AG1.5.2.1,5.2.1,5. Rational Expressions & Equations,5.2. Rational Equations,87,36,1159,1159:16,68;651,68;651,,activity-history;activity-history,6,167;982,Negative Angles in the Coordinate Plane;Convergent and Divergent Infinite Series
equivalent,333,336,81,Adding and Subtracting Polynomials,AG1,AG1.9.1.5,9.1.5,9. Polynomials,9.1. Polynomials,,36,334;331;443;1159,334:11;331:12;443:13;1159:8,137;1783,137;1783,,activity-history;activity-history,3,140;361,The Arithmetic of Functions;Multiplying Polynomials
equivalent,334,337,349,The Distributive Law for Polynomials,AG1,AG1.9.1.4,9.1.4,9. Polynomials,9.1. Polynomials,,36,334;331;443;1159,334:10;331:11;443:12;1159:7,71;655;1783;3847,71;655;1783;3847,,activity-history;activity-history,2,140;361,The Arithmetic of Functions;Multiplying Polynomials
equivalent,335,338,426,Modeling With Linear Equations,AG1,AG1.1.2.2,1.2.2,1. Equations & Inequalities,1.2. Modeling With Linear Equations,,36,334;331;443;1159,334:13;331:14;443:15;1159:14,651;1024;2213,651;1024;2213,,queue-checkmark,3,1589,Distance-Time Graphs
equivalent,336,339,818,The Natural Logarithm,AG2,AG2.4.1.4,4.1.4,4. Exponentials & Logarithms,4.1. Introduction to Logarithms,70,36,331;443;1159,331:4;443:5;1159:6,378;2234;2558,378;2234;2558,,activity-history;activity-history,1,28;1532,The Change of Base Formula for Logarithms;Graphing Logarithmic Functions
equivalent,337,341,4034,Further Solving Linear Inequalities,PAL,PAL.5.3.7,5.3.7,5. Equations & Inequalities,5.3. Solving Linear Inequalities,126,37,1159,1159:6,1413;4031,1413;4031,,activity-history;activity-history,1,1609;1610,Properties of Transformed Exponential Functions;Properties of Transformed Logarithmic Functions
equivalent,338,342,2278,The Segment Addition Postulate,PAL,PAL.6.1.8,6.1.8,6. Geometry,6.1. Introduction to Geometry,144,37,1159,1159:15,1463;1500;3873,1463;1500;3873,,activity-history,5,167,Negative Angles in the Coordinate Plane
equivalent,339,343,1437,Solving Problems With Angles,PAL,PAL.6.2.9,6.2.9,6. Geometry,6.2. Angles,153,37,1159,1159:14,1507;1510,1507;1510,,activity-history,7,167,Negative Angles in the Coordinate Plane
equivalent,340,344,521,Segment Bisectors and the Perpendicular Bisector Theorem,PAL,PAL.6.3.9,6.3.9,6. Geometry,6.3. Advanced Angles,162,37,1159,1159:12,1463;3979,1463;3979,,activity-history,4,269,Finding Trigonometric Ratios of Quadrantal Angles
equivalent,341,345,1601,Classifying Triangles,PAL,PAL.6.4.4,6.4.4,6. Geometry,6.4. Triangles,166,37,1159,1159:15,496;1462,496;1462,,activity-history,2,459,The Distance Formula
equivalent,342,346,1319,Interior Angles of Polygons,PAL,PAL.6.5.2,6.5.2,6. Geometry,6.5. Polygons,171,37,1159,1159:12,496;1317;2331,496;1317;2331,,activity-history,7,167,Negative Angles in the Coordinate Plane
equivalent,343,347,356,Solving Two-Variable Equations,PAL,PAL.5.2.7,5.2.7,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,,37,334;331;443;1159,334:12;331:9;443:10;1159:10,1413,1413,,activity-history,2,410,Solving Systems of Nonlinear Equations
equivalent,344,348,4026,Solving Systems of Linear Equations Using Elimination: One Transformation,AG1,AG1.2.3.2,2.3.2,2. Two-Variable Equations & Inequalities,2.3. Systems of Equations,40,37,1159,1159:10,742,742,,activity-history,4,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,345,349,698,Solving Rational Equations Using Cross-Multiplication,AG1,AG1.5.2.2,5.2.2,5. Rational Expressions & Equations,5.2. Rational Equations,88,37,1159,1159:15,1413;1415,1413;1415,,activity-history;activity-history,5,167;982,Negative Angles in the Coordinate Plane;Convergent and Divergent Infinite Series
equivalent,346,350,79,"Monomials, Binomials and Trinomials",AG1,AG1.9.1.6,9.1.6,9. Polynomials,9.1. Polynomials,,37,334;331;443;1159,334:10;331:11;443:12;1159:7,81,81,,activity-history;activity-history,2,140;361,The Arithmetic of Functions;Multiplying Polynomials
equivalent,347,351,653,Modeling With Linear Equations in Two Variables,AG1,AG1.2.2.1,2.2.1,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,,37,334;331;443;1159,334:12;331:13;443:14;1159:13,426,426,,queue-checkmark,2,1589,Distance-Time Graphs
equivalent,348,352,1599,Simplifying Logarithmic Expressions,AG2,AG2.4.1.6,4.1.6,4. Exponentials & Logarithms,4.1. Introduction to Logarithms,72,37,331;443;1159,331:4;443:5;1159:6,726;818,726;818,,activity-history,1,226,Solving Logarithmic Equations
equivalent,349,354,487,Solving Systems of Equations by Substitution,PAL,PAL.5.5.2,5.5.2,5. Equations & Inequalities,5.5. Systems of Equations,136,38,1159,1159:9,356;2225,356;2225,,activity-history,1,410,Solving Systems of Nonlinear Equations
equivalent,350,355,1511,Supplementary Angles,PAL,PAL.6.3.3,6.3.3,6. Geometry,6.3. Advanced Angles,156,38,1159,1159:13,137;1437,137;1437,,activity-history,6,167,Negative Angles in the Coordinate Plane
equivalent,351,356,3747,Solving Linear Equations With Unknown Coefficients,AG1,AG1.1.1.1,1.1.1,1. Equations & Inequalities,1.1. Linear Equations,1,38,1159,1159:9,68;356,68;356,,activity-history,4,459,The Distance Formula
equivalent,352,357,388,Solving Compound Inequalities,AG1,AG1.1.3.1,1.3.1,1. Equations & Inequalities,1.3. Linear Inequalities,12,38,1159,1159:8,4034,4034,,activity-history,2,860,Harmonic Series and p-Series
equivalent,353,358,4236,Solving Systems of Linear Equations Using Elimination: Two Transformations,AG1,AG1.2.3.3,2.3.3,2. Two-Variable Equations & Inequalities,2.3. Systems of Equations,41,38,1159,1159:9,4026,4026,,activity-history,3,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,354,359,3555,Solving Rational Equations Containing Binomials Using Cross-Multiplication,AG1,AG1.5.2.3,5.2.3,5. Rational Expressions & Equations,5.2. Rational Equations,89,38,1159,1159:14,698,698,,activity-history,4,167,Negative Angles in the Coordinate Plane
equivalent,355,360,371,Multiplying Binomials,AG1,AG1.9.1.7,9.1.7,9. Polynomials,9.1. Polynomials,,38,334;331;443;1159,334:9;331:10;443:11;1159:6,79;349;3873,79;349;3873,,activity-history;activity-history,1,140;361,The Arithmetic of Functions;Multiplying Polynomials
equivalent,356,361,1240,Equations of Lines in Slope-Intercept Form,AG1,AG1.2.1.1,2.1.1,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,,38,334;331;443;1159,334:11;331:8;443:9;1159:10,356;396,356;396,,queue-checkmark,2,1589,Distance-Time Graphs
equivalent,357,362,2181,The Greatest Common Factor of Two Monomials,AG1,AG1.9.2.1,9.2.1,9. Polynomials,9.2. Factoring Polynomials,,38,334;331;443;1159,334:10;331:11;443:12;1159:11,79;85;811,79;85;811,,activity-history,3,410,Solving Systems of Nonlinear Equations
equivalent,358,364,1475,The Power Rule for Logarithms,AG2,AG2.4.2.3,4.2.3,4. Exponentials & Logarithms,4.2. The Laws of Logarithms,75,38,331;443;1159,331:3;443:4;1159:5,1599,1599,,activity-history;activity-history,2,870;1481,Solving Equations Containing the Exponential Function;Modeling With Compound Interest
equivalent,359,366,1404,Circles,MF1,MF1.12.4.1,12.4.1,12. Geometry Fundamentals,12.4. Circles,329,38,1159,1159:14,178;2278,178;2278,,activity-history,4,167,Negative Angles in the Coordinate Plane
equivalent,360,367,1518,Reflections of Geometric Figures in the Cartesian Plane,MF2,MF2.8.2.4,8.2.4,8. Geometry,8.2. Geometric Transformations,186,38,1159,1159:11,95;521;1516,95;521;1516,,activity-history,3,269,Finding Trigonometric Ratios of Quadrantal Angles
equivalent,361,368,1597,Angles and Sides in Right Triangles,MF2,MF2.9.1.1,9.1.1,9. Trigonometry,9.1. Introduction to Trigonometry,211,38,1159,1159:14,1601,1601,,activity-history,4,167,Negative Angles in the Coordinate Plane
equivalent,362,369,1458,Exterior Angles of Triangles,PAL,PAL.6.4.2,6.4.2,6. Geometry,6.4. Triangles,164,39,1159,1159:12,496;1511,496;1511,,activity-history,7,167,Negative Angles in the Coordinate Plane
equivalent,363,370,1403,The Isosceles Triangle Theorem,PAL,PAL.6.4.6,6.4.6,6. Geometry,6.4. Triangles,168,39,1159,1159:15,1511;1601,1511;1601,,activity-history,5,167,Negative Angles in the Coordinate Plane
equivalent,364,371,3752,Solving Linear Equations With Unknown Coefficients by Factoring,AG1,AG1.1.1.2,1.1.2,1. Equations & Inequalities,1.1. Linear Equations,2,39,1159,1159:8,423;3747,423;3747,,activity-history,3,459,The Distance Formula
equivalent,365,373,353,Factoring Polynomials Using GCFs,AG1,AG1.9.2.2,9.2.2,9. Polynomials,9.2. Factoring Polynomials,,39,334;331;443;1159,334:9;331:10;443:11;1159:10,87;349;2181,87;349;2181,,activity-history,2,410,Solving Systems of Nonlinear Equations
equivalent,366,374,360,Squaring Binomials,AG1,AG1.9.1.9,9.1.9,9. Polynomials,9.1. Polynomials,,39,334;331;443;1159,334:8;331:9;443:10;1159:9,371,371,,activity-history;activity-history,4,296;480,Interpreting the Meaning of the Derivative in Context;Solving Polynomial Equations Using the GCF
equivalent,367,375,398,Properties of Lines Given in Slope-Intercept Form,AG1,AG1.2.1.2,2.1.2,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,,39,334;331;443;1159,334:12;331:13;443:14;1159:10,1240,1240,,activity-history,4,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,368,376,418,Equations of Lines in Point-Slope Form,AG1,AG1.2.1.3,2.1.3,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,,39,334;331;443;1159,334:15;331:7;443:8;1159:9,138;1240,138;1240,,activity-history;queue-checkmark;activity-history,2,982;1589;2148,Convergent and Divergent Infinite Series;Distance-Time Graphs;Periodic Functions
equivalent,369,377,631,Visual Representations of Functions,AG1,AG1.6.1.2,6.1.2,6. Functions,6.1. Functions,,39,334;331;443;1159,334:10;331:8;443:9;1159:9,470;1240,470;1240,,activity-history;activity-history;activity-history,3,84;1532;1609,Graphs of General Quadratic Functions;Graphing Logarithmic Functions;Properties of Transformed Exponential Functions
equivalent,370,378,813,Introduction to Quadratic Equations,AG1,AG1.10.1.1,10.1.1,10. Quadratic Equations & Functions,10.1. Quadratic Equations,,39,334;331;443;1159,334:10;331:11;443:12;1159:10,371,371,,activity-history,2,425,The Discriminant of a Quadratic Equation
